ID,E (GPa),sy1,sy (GPa),n,hm (um),nu,base2,ref,refi,localstringt2D,Wp/Wt,C (GPa),dP/dh (N/m)
581,83.518,0.698605786,2.79,0.5,0.25,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=83.518 sy=2.79 n=0.5 nu=0.4 hm=0.25 base=2D_r0_00 contact_penalty=1e4 prefix=581,,,
582,161.724,1.4218142,4.06,0.5,0.35,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=161.724 sy=4.06 n=0.5 nu=0.4 hm=0.35 base=2D_r0_00b contact_penalty=1e4 prefix=582,,,
583,200.938,1.791465339,3.98,0.5,0.45,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=200.938 sy=3.98 n=0.5 nu=0.4 hm=0.45 base=2D_r0_00b contact_penalty=1e4 prefix=583,,,
584,125.17298,1.46212455,14.62,0.5,0.1,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=125.17298 sy=14.62 n=0.5 nu=0.4 hm=0.1 base=2D_r0_05 prefix=584,,,
585,168.884,2.388292291,7.96,0.5,0.3,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=168.884 sy=7.96 n=0.5 nu=0.4 hm=0.3 base=2D_r0_05 prefix=585,,,
586,122.034,1.8229105,4.55,0.5,0.4,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=122.034 sy=4.55 n=0.5 nu=0.4 hm=0.4 base=2D_r0_05b prefix=586,,,
587,33.366,0.551258765,1.1,0.5,0.5,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=33.366 sy=1.1 n=0.5 nu=0.4 hm=0.5 base=2D_r0_05b prefix=587,,,
588,76.098,1.273039936,2.12,0.5,0.6,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=76.098 sy=2.12 n=0.5 nu=0.4 hm=0.6 base=2D_r0_10 prefix=588,,,
589,100.806,1.969671916,2.81,0.5,0.7,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.806 sy=2.81 n=0.5 nu=0.4 hm=0.7 base=2D_r0_10 prefix=589,,,
590,74.168,1.504071357,7.52,0.5,0.2,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=74.168 sy=7.52 n=0.5 nu=0.4 hm=0.2 base=2D_r0_10b prefix=590,,,
591,185.734,4.697898647,31.31,0.5,0.15,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=185.734 sy=31.31 n=0.5 nu=0.4 hm=0.15 base=2D_r0_10b prefix=591,,,
592,21.538,0.683477487,2.73,0.5,0.25,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=21.538 sy=2.73 n=0.5 nu=0.4 hm=0.25 base=2D_r0_20 prefix=592,,,
593,145.74,5.298021123,15.13,0.5,0.35,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=15.13 n=0.5 nu=0.4 hm=0.35 base=2D_r0_20 prefix=593,,,
594,10,0.3,0.66,0.5,0.45,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_20b prefix=594,,,
595,24.52,0.0368,0.36,0.5,0.1,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=24.52 sy=0.36 n=0.5 nu=0.4 hm=0.1 base=2D_r0_20b prefix=595,,,
596,200.94,1.7915,5.97,0.5,0.3,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=200.94 sy=5.97 n=0.5 nu=0.4 hm=0.3 base=2D_r0_00b contact_penalty=1e4 prefix=596,,,
597,122.03,1.8229,4.55,0.5,0.4,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=122.03 sy=4.55 n=0.5 nu=0.4 hm=0.4 base=2D_r0_00b contact_penalty=1e4 prefix=597,,,
598,100.81,1.9697,3.93,0.5,0.5,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.81 sy=3.93 n=0.5 nu=0.4 hm=0.5 base=2D_r0_00b contact_penalty=1e4 prefix=598,,,
599,145.74,5.298,8.83,0.5,0.6,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=8.83 n=0.5 nu=0.4 hm=0.6 base=2D_r0_00b contact_penalty=1e4 prefix=599,,,
600,10,0.03,0.05,0.5,0.6,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.05 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13b prefix=600,,,
601,10,0.03,0.04,0.5,0.7,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.04 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13b prefix=601,,,
602,10,0.03,0.15,0.5,0.2,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.15 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13 prefix=602,,,
603,10,0.03,0.2,0.5,0.15,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.2 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13 prefix=603,,,
604,10,0.1,0.4,0.5,0.25,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.4 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13b prefix=604,,,
605,10,0.1,0.28,0.5,0.35,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.28 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13b prefix=605,,,
606,10,0.1,0.22,0.5,0.45,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.22 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13 prefix=606,,,
607,10,0.1,1,0.5,0.1,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=1 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13 prefix=607,,,
608,10,0.3,1,0.5,0.3,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=1 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13b prefix=608,,,
609,10,0.3,0.75,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.75 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=609,,,
610,10,0.3,0.6,0.5,0.5,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.6 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13 prefix=610,,,
611,10,0.3,0.5,0.5,0.6,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13 prefix=611,,,
612,50,0.2,0.28,0.5,0.7,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=0.28 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13b prefix=612,,,
613,50,0.2,1,0.5,0.2,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13b prefix=613,,,
614,50,0.2,1.33,0.5,0.15,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.33 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13 prefix=614,,,
615,50,0.2,0.8,0.5,0.25,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=0.8 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13 prefix=615,,,
616,50,0.6,1.71,0.5,0.35,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.71 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13b prefix=616,,,
617,50,0.6,1.33,0.5,0.45,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.33 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13b prefix=617,,,
618,50,0.6,6,0.5,0.1,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=6 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13 prefix=618,,,
619,50,0.6,2,0.5,0.3,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13b prefix=619,,,
620,50,1,2.5,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2.5 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=620,,,
621,50,1,2,0.5,0.5,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13b prefix=621,,,
622,50,1,1.66,0.5,0.6,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.66 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13 prefix=622,,,
623,50,1,1.42,0.5,0.7,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.42 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13b prefix=623,,,
624,50,2,10,0.5,0.2,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=10 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13b prefix=624,,,
625,50,2,13.33,0.5,0.15,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=13.33 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13b prefix=625,,,
626,50,2,8,0.5,0.25,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=8 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13 prefix=626,,,
627,50,2,5.71,0.5,0.35,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=5.71 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13b prefix=627,,,
628,90,0.5,1.11,0.5,0.45,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.11 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13b prefix=628,,,
629,90,0.5,5,0.5,0.1,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=5 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13b prefix=629,,,
630,90,0.5,1.66,0.5,0.3,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.66 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13 prefix=630,,,
631,90,0.5,1.25,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.25 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=631,,,
632,90,1.5,3,0.5,0.5,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=3 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13b prefix=632,,,
633,90,1.5,2.5,0.5,0.6,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=2.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13b prefix=633,,,
634,90,1.5,2.14,0.5,0.7,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=2.14 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13b prefix=634,,,
635,90,1.5,7.5,0.5,0.2,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=7.5 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13 prefix=635,,,
636,90,3,20,0.5,0.15,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=20 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13b prefix=636,,,
637,90,3,12,0.5,0.25,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=12 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13b prefix=637,,,
638,90,3,8.57,0.5,0.35,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=8.57 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13b prefix=638,,,
639,90,3,6.66,0.5,0.45,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13 prefix=639,,,
640,130,1,10,0.5,0.1,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=10 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13b prefix=640,,,
641,130,1,3.33,0.5,0.3,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=3.33 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13b prefix=641,,,
642,130,1,2.5,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2.5 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=642,,,
643,130,1,2,0.5,0.5,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13 prefix=643,,,
644,130,2,3.33,0.5,0.6,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=3.33 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13b prefix=644,,,
645,130,2,2.85,0.5,0.7,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2.85 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13b prefix=645,,,
646,130,2,10,0.5,0.2,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=10 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13b prefix=646,,,
647,130,2,13.33,0.5,0.15,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=13.33 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13 prefix=647,,,
648,130,3,12,0.5,0.25,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=12 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13 prefix=648,,,
649,130,3,8.57,0.5,0.35,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=8.57 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13b prefix=649,,,
650,130,3,6.66,0.5,0.45,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13b prefix=650,,,
651,130,3,30,0.5,0.1,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=30 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13 prefix=651,,,
652,170,0.3,1,0.5,0.3,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=1 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13 prefix=652,,,
653,170,0.3,0.75,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.75 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=653,,,
654,170,0.3,0.6,0.5,0.5,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.6 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13b prefix=654,,,
655,170,0.3,0.5,0.5,0.6,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13 prefix=655,,,
656,170,1.5,2.14,0.5,0.7,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=2.14 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13 prefix=656,,,
657,170,1.5,7.5,0.5,0.2,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=7.5 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13b prefix=657,,,
658,170,1.5,10,0.5,0.15,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=10 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13b prefix=658,,,
659,170,1.5,6,0.5,0.25,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=6 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13 prefix=659,,,
660,170,3,8.57,0.5,0.35,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=8.57 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13 prefix=660,,,
661,170,3,6.66,0.5,0.45,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13b prefix=661,,,
662,170,3,30,0.5,0.1,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=30 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13b prefix=662,,,
663,170,3,10,0.5,0.3,0.4,2D_r0_13,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=10 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13 prefix=663,,,
664,210,0.3,0.75,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.75 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=664,,,
665,210,0.3,0.6,0.5,0.5,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.6 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13b prefix=665,,,
666,210,0.3,0.5,0.5,0.6,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13b prefix=666,,,
667,210,0.3,0.42,0.5,0.7,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.42 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13b prefix=667,,,
668,210,1.8,9,0.5,0.2,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=9 n=0.5 nu=0.4 hm=0.2 base=2D_r0_13b prefix=668,,,
669,210,1.8,12,0.5,0.15,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=12 n=0.5 nu=0.4 hm=0.15 base=2D_r0_13b prefix=669,,,
670,210,1.8,7.2,0.5,0.25,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=7.2 n=0.5 nu=0.4 hm=0.25 base=2D_r0_13b prefix=670,,,
671,210,1.8,5.14,0.5,0.35,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=5.14 n=0.5 nu=0.4 hm=0.35 base=2D_r0_13b prefix=671,,,
672,210,3,6.66,0.5,0.45,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_13b prefix=672,,,
673,210,3,30,0.5,0.1,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=30 n=0.5 nu=0.4 hm=0.1 base=2D_r0_13b prefix=673,,,
674,210,3,10,0.5,0.3,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=10 n=0.5 nu=0.4 hm=0.3 base=2D_r0_13b prefix=674,,,
675,210,3,7.5,0.5,0.4,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=7.5 n=0.5 nu=0.4 hm=0.4 base=2D_r0_13b prefix=675,,,
676,24.518,0.036792082,0.07,0.5,0.5,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=24.518 sy=0.07 n=0.5 nu=0.4 hm=0.5 base=2D_r0_13b prefix=676,,,
677,158.652,0.314353259,0.52,0.5,0.6,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=158.652 sy=0.52 n=0.5 nu=0.4 hm=0.6 base=2D_r0_13b prefix=677,,,
678,23.138,0.08110304,0.11,0.5,0.7,0.4,2D_r0_13b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=23.138 sy=0.11 n=0.5 nu=0.4 hm=0.7 base=2D_r0_13b prefix=678,,,
